,track_id,track_name,track_popularity,artist_id,artist_name,album_id,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
90,3IL1rox3Q1uA57L8bKTWoV,Brown (Fala 1),16,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1nuZiJrGdPaY7PPFHdN746,Racionais Ao Vivo,0.742,0.184,6,-16.872,1,0.96,0.822,0.0,0.301,0.677,46.317,79813,3
91,314L2yr0JehVwBm02h33SR,Hey Boy,17,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,2QMZRtm35gtG3ZJs0yl9EM,Raio X do Brasil,0.697,0.577,1,-15.195,0,0.514,0.00384,0.0,0.0567,0.698,170.793,301533,4
92,7h4jJRBM5nkCZ3tLAJQZz3,Trilha,3,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1CYfSGAq6xQNF5V8CAeP7m,Cores & Valores,0.625,0.68,1,-7.466,0,0.104,0.00222,0.276,0.215,0.668,163.84,23604,4
93,6WmIPilav7KlnL5Bb8c8Zt,Negro Limitado,18,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4wtgvCPdYPKF8yYPmRiW6a,Escolha o Seu Caminho,0.743,0.656,8,-13.003,1,0.436,0.00711,0.0,0.0751,0.654,152.812,387107,4
94,5tZMj7uNujsbbxu5tlbzoa,Lenta (Ao Vivo),18,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1nuZiJrGdPaY7PPFHdN746,Racionais Ao Vivo,0.459,0.581,1,-9.0,0,0.0698,0.000188,0.019,0.352,0.55,63.407,68387,4
95,3yUBSRhLuyWIx6tXhzyPwI,Fio da Navalha,18,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,2QMZRtm35gtG3ZJs0yl9EM,Raio X do Brasil,0.475,0.594,5,-12.551,1,0.0411,0.0142,0.000348,0.251,0.627,142.671,256827,4
96,53ABNY91EW46CDeJJvrprl,Edi Rock (Fala),14,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1nuZiJrGdPaY7PPFHdN746,Racionais Ao Vivo,0.717,0.173,1,-16.302,1,0.909,0.81,0.0,0.402,0.727,91.515,74947,3
97,4xzBW6GOFC8VQAzI3C8ycq,Rapaz Comum (Ao Vivo),18,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1nuZiJrGdPaY7PPFHdN746,Racionais Ao Vivo,0.676,0.777,8,-8.039,0,0.376,0.0154,0.00898,0.398,0.897,88.221,194960,4
98,3dEzkrPAczba41hp5OUv50,Voz Atíva - Capela,13,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4wtgvCPdYPKF8yYPmRiW6a,Escolha o Seu Caminho,0.813,0.734,1,-10.17,1,0.911,0.73,0.0,0.567,0.897,92.292,296493,4
99,5ByLXJhvC8QxK1SCG4p8EI,Tempos Dificeis,17,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,2QMZRtm35gtG3ZJs0yl9EM,Raio X do Brasil,0.832,0.516,6,-13.067,0,0.302,0.0163,0.0546,0.145,0.697,88.256,239333,4
100,4wo6BbnYieGp7I4uU0jX2C,Negro Limitado,19,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,2QMZRtm35gtG3ZJs0yl9EM,Raio X do Brasil,0.75,0.443,8,-19.373,1,0.434,0.00722,0.0,0.18,0.638,152.831,391933,4
101,3FnrwfUUphf83jKcE6adKb,Júri Racional,20,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,2QMZRtm35gtG3ZJs0yl9EM,Raio X do Brasil,0.869,0.601,11,-10.009,0,0.347,0.142,0.0,0.117,0.447,94.832,289440,4
102,5Vsd7KQOlXm9rtPxGgnAdy,Parte II,20,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,2QMZRtm35gtG3ZJs0yl9EM,Raio X do Brasil,0.877,0.466,10,-13.735,0,0.356,0.13,0.0,0.0654,0.429,100.038,332467,4
103,7ATfKy3NYMRfK5JZvFQJYX,Vida Loka (Intro),3,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4HcPzKyKVtcZCwJgesoZWn,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",0.863,0.243,8,-17.194,0,0.269,0.0203,0.696,0.101,0.739,160.107,24107,4
104,3QmvdSCjHz45RCHHzoQnaQ,Qual Mentira Vou Acreditar (Ao Vivo),23,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1nuZiJrGdPaY7PPFHdN746,Racionais Ao Vivo,0.673,0.836,8,-7.844,0,0.367,0.0505,0.0,0.943,0.746,91.008,459347,4
105,7mZHVS1SC9tpjxpWDn6LKt,Genesis,4,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1UzrzuOmZfBgXyS3pgKD10,Sobrevivendo no Inferno,0.25,0.835,10,-8.152,0,0.455,0.648,1.62e-05,0.513,0.325,87.276,21200,4
106,6KfqOICEzsTSPkKdAffN6V,Voz Átiva - Versão Baile,17,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4wtgvCPdYPKF8yYPmRiW6a,Escolha o Seu Caminho,0.788,0.893,11,-9.047,0,0.121,0.121,0.0,0.16,0.924,91.251,310067,4
107,0c14FM10q46bBQUPm4EGuU,Fio da Navalha,22,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,3RwDSMSj82TPDkKMnamGeZ,Raio X do Brasil,0.468,0.596,5,-12.556,1,0.0427,0.0146,0.000517,0.251,0.619,142.755,256827,4
108,5IxNPYSXIWT9JfGFrQYRn5,Grand Finale (Ao Vivo),16,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1nuZiJrGdPaY7PPFHdN746,Racionais Ao Vivo,0.594,0.768,11,-9.159,0,0.442,0.621,1.23e-06,0.203,0.693,101.406,194067,4
109,4KGJG6xLM4PTPt61S7kzui,Brown (Fala 2),0,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1nuZiJrGdPaY7PPFHdN746,Racionais Ao Vivo,0.624,0.21,10,-15.233,0,0.965,0.919,0.0,0.186,0.961,174.655,24360,3
110,0JSux25Te5HYMSr2D64d02,Levanta e Anda,56,2d9LRvQJnAXRijqIJDDs2K,Emicida,57PWjWHzqzODblomXxnQca,O Glorioso Retorno de Quem Nunca Esteve Aqui,0.488,0.931,9,-4.185,1,0.327,0.0907,0.0,0.446,0.823,87.33,150439,4
111,1d5Hpa1FxneKB3DIgH6OZc,Bonjour,29,2d9LRvQJnAXRijqIJDDs2K,Emicida,1NnQYrdDbqZxzTsNaQuDl9,Bonjour,0.749,0.872,7,-4.982,1,0.218,0.222,0.0,0.607,0.715,100.896,212362,4
112,4HniBnVyH2PPYRoQFJGRtY,AmarElo (Sample: Sujeito de Sorte - Belchior),26,2d9LRvQJnAXRijqIJDDs2K,Emicida,22ltKhPdKZ4IuFrna73xPG,AmarElo,0.555,0.755,8,-6.346,1,0.364,0.0347,1.84e-05,0.0279,0.548,172.081,323187,4
113,3De0GCU6ono03UxXKzRmz3,Passarinhos,26,2d9LRvQJnAXRijqIJDDs2K,Emicida,593RZfvtz4IAPWZpELwqDB,"Sobre Crianças, Quadris, Pesadelos e Lições de Casa...",0.747,0.677,1,-6.24,0,0.157,0.062,0.0,0.109,0.702,159.959,221627,4
114,1EicRoOBP95i5CNcBMGXyA,Sobe junto,55,2d9LRvQJnAXRijqIJDDs2K,Emicida,07yciL9GEXXT0kEzFEsKlt,Sobe junto,0.44,0.547,5,-8.437,0,0.117,0.321,0.0,0.106,0.44,132.029,205440,4
115,56U4QxE79jwTizVnMKdXeN,Pequenas Alegrias da Vida Adulta,24,2d9LRvQJnAXRijqIJDDs2K,Emicida,22ltKhPdKZ4IuFrna73xPG,AmarElo,0.74,0.663,9,-8.006,0,0.494,0.564,0.0,0.0669,0.681,82.019,292013,4
116,48QajhR9A10V7uM2UbIWxO,É tudo pra ontem,23,2d9LRvQJnAXRijqIJDDs2K,Emicida,0ucGkC2GM4IBycOIAw9eBj,É tudo pra ontem,0.641,0.522,2,-10.519,1,0.369,0.769,0.0,0.394,0.627,79.795,310400,4
117,21lNJVuYAlPahd9IE5I0AT,A Ordem Natural das Coisas,24,2d9LRvQJnAXRijqIJDDs2K,Emicida,22ltKhPdKZ4IuFrna73xPG,AmarElo,0.417,0.581,10,-8.646,1,0.151,0.803,0.0161,0.111,0.595,84.746,235867,4
118,5F3mu5GTHwGSCRey0b6TBS,Quem Tem Um Amigo (Tem Tudo),27,2d9LRvQJnAXRijqIJDDs2K,Emicida,22ltKhPdKZ4IuFrna73xPG,AmarElo,0.812,0.903,1,-5.499,0,0.141,0.626,0.0,0.282,0.937,139.022,249000,4
119,2b13f0GSdL1ecyCTAUvZkP,Baiana,24,2d9LRvQJnAXRijqIJDDs2K,Emicida,593RZfvtz4IAPWZpELwqDB,"Sobre Crianças, Quadris, Pesadelos e Lições de Casa...",0.786,0.516,3,-9.161,0,0.043,0.454,0.00527,0.102,0.761,150.04,233320,4
120,28HgkRySCkOPcRcEQwi4V5,Libre,21,2d9LRvQJnAXRijqIJDDs2K,Emicida,22ltKhPdKZ4IuFrna73xPG,AmarElo,0.726,0.896,11,-4.764,0,0.253,0.3,0.0003,0.307,0.824,144.897,169707,4
121,2C9LPYpH9YUgROQDHfRXrU,Hoje Cedo,54,2d9LRvQJnAXRijqIJDDs2K,Emicida,57PWjWHzqzODblomXxnQca,O Glorioso Retorno de Quem Nunca Esteve Aqui,0.726,0.822,8,-5.08,1,0.319,0.0369,0.0,0.169,0.537,80.918,194194,4
122,1XSdNkxhjcKa89AGjySyE4,Principia,22,2d9LRvQJnAXRijqIJDDs2K,Emicida,22ltKhPdKZ4IuFrna73xPG,AmarElo,0.608,0.652,10,-4.979,0,0.29,0.726,0.0,0.171,0.617,127.772,355867,4
123,1a8JXGNz4a9gmiAdEKUpks,Hacia El Amor - Acústico,34,2d9LRvQJnAXRijqIJDDs2K,Emicida,0sVRD9qXjjQIy9E6GY6XIY,Hacia El Amor (Acústico),0.419,0.559,10,-7.677,1,0.143,0.135,1.8e-05,0.111,0.275,79.485,220933,4
124,3bw4LQ0BKYIsvvjJg9UCwy,São Pixinguinha - A COLORS SHOW,42,2d9LRvQJnAXRijqIJDDs2K,Emicida,1Mxg6MjeUTzYwjchfxAZzy,São Pixinguinha - A COLORS SHOW,0.438,0.463,11,-9.588,1,0.07,0.645,0.0,0.211,0.906,70.734,209480,4
125,5yqbISO0lUFwY3wdrLgiR0,Eu Gosto Dela,50,2d9LRvQJnAXRijqIJDDs2K,Emicida,1xTiVYWuLx7GkZN9NLRVEs,Emicidio,0.695,0.543,9,-9.222,0,0.212,0.314,1.37e-06,0.239,0.725,82.802,197747,4
126,6E68v2Wz4x23ymNPEeBjLR,"Cananéia, Iguape e Ilha Comprida",17,2d9LRvQJnAXRijqIJDDs2K,Emicida,22ltKhPdKZ4IuFrna73xPG,AmarElo,0.502,0.7,3,-6.193,1,0.407,0.505,0.0,0.34,0.784,147.652,335600,4
127,2ssA2FSC8MDXPOXs0wTMKy,Eminência Parda,16,2d9LRvQJnAXRijqIJDDs2K,Emicida,22ltKhPdKZ4IuFrna73xPG,AmarElo,0.798,0.785,10,-5.559,0,0.133,0.346,0.0,0.0947,0.275,120.04,247227,4
128,3XELYgcY0b9mGsJE28r4Fh,Triunfo (A Rua É Nóiz),44,2d9LRvQJnAXRijqIJDDs2K,Emicida,3ZA85zeudxFA1NGeb6avXS,Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,0.608,0.909,5,-5.439,0,0.342,0.173,0.0,0.85,0.865,92.172,209373,4
129,24qClfbBpmzvXCgkEPHP2o,"Who has a friend, has everything",21,2d9LRvQJnAXRijqIJDDs2K,Emicida,4oCvS1pR4gLyerGSiRoYwG,Quem tem um amigo (tem tudo),0.852,0.963,6,-4.881,0,0.165,0.426,1.82e-06,0.258,0.87,138.977,221693,4
130,21eijqXX3qY1n56LoqWLEb,9nha,15,2d9LRvQJnAXRijqIJDDs2K,Emicida,22ltKhPdKZ4IuFrna73xPG,AmarElo,0.511,0.793,9,-6.49,1,0.243,0.286,3.18e-05,0.107,0.63,77.613,177480,4
131,7fjz6wqNsU6N2pERnwSmy5,Paisagem,15,2d9LRvQJnAXRijqIJDDs2K,Emicida,22ltKhPdKZ4IuFrna73xPG,AmarElo,0.776,0.722,11,-6.033,1,0.0742,0.259,0.0,0.197,0.835,128.082,189680,4
132,0c68eyAdaqYMdyVBjygaOK,Mil Coisas,44,2d9LRvQJnAXRijqIJDDs2K,Emicida,5531Q6ELSF96I2DG5ECnPY,Mil Coisas,0.745,0.511,9,-9.727,0,0.173,0.318,0.0,0.144,0.758,148.049,202800,4
133,0lvDrCwoPcDV60I7TuQPNI,Ismália,14,2d9LRvQJnAXRijqIJDDs2K,Emicida,22ltKhPdKZ4IuFrna73xPG,AmarElo,0.631,0.724,6,-7.497,0,0.324,0.165,1.56e-06,0.0776,0.36,155.986,357760,4
134,4vGye8oULlqMc4KQJdZYUo,A Cada Vento - Ao Vivo,20,2d9LRvQJnAXRijqIJDDs2K,Emicida,1sGdpZ0Ry0qcNAC6ILv4of,10 Anos de Triunfo (Ao Vivo),0.71,0.8,4,-6.268,0,0.041,0.339,0.0,0.368,0.835,91.884,312680,4
135,3xCvn8jYAetVrxKvH8BLMq,Levanta e Anda (Ao Vivo),14,2d9LRvQJnAXRijqIJDDs2K,Emicida,2vZpxsAyqUDsRgeCvH4bbW,AmarElo (Ao Vivo),0.503,0.932,1,-4.733,0,0.276,0.606,0.0,0.932,0.536,88.517,188422,4
136,25XUxLporfgzl2rf2mtgmj,Beira de Piscina,42,2d9LRvQJnAXRijqIJDDs2K,Emicida,1xTiVYWuLx7GkZN9NLRVEs,Emicidio,0.548,0.727,3,-7.5,0,0.403,0.0689,1.75e-06,0.062,0.706,86.634,228787,4
137,7icuUQaZDLdXQnegSOQ1Cg,Libre,10,2d9LRvQJnAXRijqIJDDs2K,Emicida,3fYZ2XXAmzYAAsEC4oFCvW,Libre,0.724,0.891,11,-4.78,0,0.268,0.28,0.000209,0.404,0.822,144.886,169707,4
138,1HUkH6bBhxL1AIL92CMWtD,Quem Tem um Amigo (tem Tudo) / a Amizade (Ao Vivo),14,2d9LRvQJnAXRijqIJDDs2K,Emicida,2vZpxsAyqUDsRgeCvH4bbW,AmarElo (Ao Vivo),0.696,0.748,4,-9.896,1,0.106,0.803,0.0,0.761,0.612,138.992,371467,4
139,3OMUMFWtTlMMELV2Mg91YB,A Ordem Natural das Coisas / Chiclete Com Banana (Ao Vivo),13,2d9LRvQJnAXRijqIJDDs2K,Emicida,2vZpxsAyqUDsRgeCvH4bbW,AmarElo (Ao Vivo),0.309,0.553,10,-10.571,1,0.0527,0.804,0.00127,0.644,0.457,75.909,340080,4
140,4ISzjBTl6xqcjfXAncvWMX,Hoje Cedo (Ao Vivo),13,2d9LRvQJnAXRijqIJDDs2K,Emicida,2vZpxsAyqUDsRgeCvH4bbW,AmarElo (Ao Vivo),0.401,0.863,10,-5.953,0,0.299,0.277,0.0,0.317,0.375,83.046,224320,4
141,4gUGfHG4CinE9vrCEBAPGF,Ooorra - Ao Vivo,18,2d9LRvQJnAXRijqIJDDs2K,Emicida,1sGdpZ0Ry0qcNAC6ILv4of,10 Anos de Triunfo (Ao Vivo),0.528,0.683,7,-8.255,1,0.508,0.562,0.0,0.951,0.715,77.456,284693,1
142,5rwkh6dTeXkXtaqxn4pzzW,Pequenas Alegrias da Vida Adulta (Ao Vivo),13,2d9LRvQJnAXRijqIJDDs2K,Emicida,2vZpxsAyqUDsRgeCvH4bbW,AmarElo (Ao Vivo),0.653,0.835,9,-8.15,0,0.151,0.615,0.0,0.941,0.644,164.079,245667,4
143,4TvD5kNH8uPKbweoDRQFRi,Alma Gêmea (Ao Vivo),13,2d9LRvQJnAXRijqIJDDs2K,Emicida,2vZpxsAyqUDsRgeCvH4bbW,AmarElo (Ao Vivo),0.549,0.541,6,-8.716,1,0.0289,0.652,0.0,0.877,0.246,149.94,152107,3
144,7eOnNyh5a7zWCv33BPWdCK,"AmarElo (Sample: ""Sujeito de Sorte"" - Belchior) [Ao Vivo]",13,2d9LRvQJnAXRijqIJDDs2K,Emicida,2vZpxsAyqUDsRgeCvH4bbW,AmarElo (Ao Vivo),0.311,0.804,8,-8.021,1,0.129,0.103,7.29e-06,0.711,0.45,85.865,338251,4
145,4vHOJK3A4vxlMjVEBdL8Xs,Rua Augusta,40,2d9LRvQJnAXRijqIJDDs2K,Emicida,1xTiVYWuLx7GkZN9NLRVEs,Emicidio,0.677,0.634,1,-8.484,1,0.262,0.0489,0.00169,0.432,0.664,88.126,153053,4
146,5zDFncR9v2wURJSqvV5mIc,Madagascar (Ao Vivo),13,2d9LRvQJnAXRijqIJDDs2K,Emicida,2vZpxsAyqUDsRgeCvH4bbW,AmarElo (Ao Vivo),0.704,0.61,5,-7.971,0,0.0321,0.729,0.0,0.237,0.184,119.965,146267,4
147,3oA8ovg8QzMjPTwG7kezA3,Pantera Negra,42,2d9LRvQJnAXRijqIJDDs2K,Emicida,235FXq3fhpJ3VqUX5Qjvrj,Pantera Negra,0.557,0.611,10,-6.448,0,0.144,0.0058,0.0,0.103,0.393,78.819,199613,4
148,3tJPVeNIvz1AWtQZXYZagx,Num É Só Ver,37,2d9LRvQJnAXRijqIJDDs2K,Emicida,24FRiS4aTYXDcL48UPknP7,Doozicabraba e a Revolução Silenciosa,0.743,0.845,6,-3.972,0,0.192,0.181,0.0,0.0608,0.961,91.054,258667,4
149,0h5nuaoLNZMN1vA18JMZEA,Madagascar,11,2d9LRvQJnAXRijqIJDDs2K,Emicida,593RZfvtz4IAPWZpELwqDB,"Sobre Crianças, Quadris, Pesadelos e Lições de Casa...",0.759,0.61,5,-8.087,0,0.145,0.327,0.0,0.15,0.441,117.892,232733,4
150,571A3aM2zjrdq068XfFl2H,Baiana (Ao Vivo),12,2d9LRvQJnAXRijqIJDDs2K,Emicida,2vZpxsAyqUDsRgeCvH4bbW,AmarElo (Ao Vivo),0.601,0.664,1,-10.072,1,0.0444,0.595,0.0,0.365,0.665,149.996,249467,4
151,2LgGnYzNC2JS8PPov2PukJ,Mandume,10,2d9LRvQJnAXRijqIJDDs2K,Emicida,593RZfvtz4IAPWZpELwqDB,"Sobre Crianças, Quadris, Pesadelos e Lições de Casa...",0.702,0.738,9,-7.695,1,0.386,0.322,0.0,0.666,0.665,145.064,495600,4
152,5XlSsxpTi0usJnQSUwBORk,"Trevo, Figuinha e Suor na Camisa",41,2d9LRvQJnAXRijqIJDDs2K,Emicida,5AYV4MJslPN48xaab39ZuW,"Trevo, Figuinha e Suor na Camisa",0.546,0.597,8,-7.607,0,0.442,0.605,1.93e-06,0.147,0.644,97.976,170453,4
153,7yZop9j7Mre7oGLkHOV67T,Oásis - Ao Vivo,17,2d9LRvQJnAXRijqIJDDs2K,Emicida,1sGdpZ0Ry0qcNAC6ILv4of,10 Anos de Triunfo (Ao Vivo),0.571,0.606,4,-8.353,0,0.0473,0.455,0.0,0.72,0.373,138.034,234840,4
154,6Vad22SlhO3g0OevENcO4X,Hino Vira-Lata,30,2d9LRvQJnAXRijqIJDDs2K,Emicida,57PWjWHzqzODblomXxnQca,O Glorioso Retorno de Quem Nunca Esteve Aqui,0.666,0.935,1,-3.686,1,0.073,0.0515,0.0,0.215,0.932,91.044,192522,4
155,4XlMzWC8jUKd6nTXcQmWF8,Alma Gêmea,39,2d9LRvQJnAXRijqIJDDs2K,Emicida,57PWjWHzqzODblomXxnQca,O Glorioso Retorno de Quem Nunca Esteve Aqui,0.815,0.414,6,-6.125,1,0.0524,0.135,0.000793,0.0841,0.704,141.056,240118,3
156,1M0AS6ZHfHy5r48GafeyEp,9nha / Eu Gosto Dela (Ao Vivo),11,2d9LRvQJnAXRijqIJDDs2K,Emicida,2vZpxsAyqUDsRgeCvH4bbW,AmarElo (Ao Vivo),0.449,0.766,9,-6.878,1,0.11,0.224,0.0,0.792,0.484,79.917,305213,4
157,6s3ePt0t4p7tsjSBmYGH1K,Mãe,10,2d9LRvQJnAXRijqIJDDs2K,Emicida,593RZfvtz4IAPWZpELwqDB,"Sobre Crianças, Quadris, Pesadelos e Lições de Casa...",0.63,0.662,8,-9.314,1,0.317,0.467,0.000188,0.117,0.396,75.993,298227,4
158,6ZkZHUxc82SLbvSv9O6HnZ,Pantera Negra (Ao Vivo),12,2d9LRvQJnAXRijqIJDDs2K,Emicida,2vZpxsAyqUDsRgeCvH4bbW,AmarElo (Ao Vivo),0.552,0.85,10,-6.686,0,0.266,0.233,0.0,0.559,0.642,83.701,191933,4
159,7LsxnS3jwRa0EB7Gq78lkf,Sol de Giz de Cera,37,2d9LRvQJnAXRijqIJDDs2K,Emicida,57PWjWHzqzODblomXxnQca,O Glorioso Retorno de Quem Nunca Esteve Aqui,0.64,0.401,0,-11.351,0,0.213,0.837,6.92e-05,0.13,0.617,153.736,138449,4
160,1ChzXAISNhCVl7R9L5DWji,Boa Esperança (Ao Vivo),10,2d9LRvQJnAXRijqIJDDs2K,Emicida,2vZpxsAyqUDsRgeCvH4bbW,AmarElo (Ao Vivo),0.661,0.843,9,-8.414,0,0.248,0.382,0.0,0.692,0.468,86.007,210788,4
161,7hOPOvcVUjUtFYbHWuoZoh,I Love Quebrada,28,2d9LRvQJnAXRijqIJDDs2K,Emicida,1xTiVYWuLx7GkZN9NLRVEs,Emicidio,0.817,0.493,6,-11.677,0,0.276,0.00216,2.52e-05,0.319,0.892,81.01,216600,4
162,0GYG1n1RyjjjPQc5FCYe1S,Como Tudo Deve Ser - Ao Vivo,14,2d9LRvQJnAXRijqIJDDs2K,Emicida,1sGdpZ0Ry0qcNAC6ILv4of,10 Anos de Triunfo (Ao Vivo),0.481,0.618,1,-9.204,0,0.0435,0.586,0.0,0.708,0.248,151.931,175880,4
163,79fXV8entXVYxvfy6DMZsa,Gueto (Ao Vivo),10,2d9LRvQJnAXRijqIJDDs2K,Emicida,2vZpxsAyqUDsRgeCvH4bbW,AmarElo (Ao Vivo),0.679,0.783,5,-5.797,0,0.0529,0.103,0.0,0.934,0.524,140.024,193955,4
164,0V2a4eRUbWuKAwDVl0ENdI,Bang - Ao Vivo,15,2d9LRvQJnAXRijqIJDDs2K,Emicida,1sGdpZ0Ry0qcNAC6ILv4of,10 Anos de Triunfo (Ao Vivo),0.422,0.846,5,-8.352,0,0.497,0.493,0.0,0.923,0.392,154.085,353613,4
165,4SU3ZAVGAhdGtSXhbMGfd8,Hacia El Amor,23,2d9LRvQJnAXRijqIJDDs2K,Emicida,7JsJiwACrgO2YBoWAzpPLa,Hacia El Amor,0.645,0.651,11,-8.544,0,0.219,0.0878,5.65e-05,0.185,0.359,170.067,217347,4
166,3jedvugeYqpFoX6eOl2L9i,Hoje Cedo - Ao Vivo,12,2d9LRvQJnAXRijqIJDDs2K,Emicida,1sGdpZ0Ry0qcNAC6ILv4of,10 Anos de Triunfo (Ao Vivo),0.457,0.886,10,-5.984,0,0.41,0.572,0.0,0.973,0.36,80.176,342000,4
167,6AieYxzuh4OQErDGZHr4x4,A Chapa é Quente (Ao Vivo),10,2d9LRvQJnAXRijqIJDDs2K,Emicida,2vZpxsAyqUDsRgeCvH4bbW,AmarElo (Ao Vivo),0.767,0.743,5,-7.105,0,0.106,0.54,0.0,0.291,0.653,120.092,232573,4
168,4ykVJQuMwcN77IFUlxQ9GT,Hino Vira-Lata - Ao Vivo,13,2d9LRvQJnAXRijqIJDDs2K,Emicida,1sGdpZ0Ry0qcNAC6ILv4of,10 Anos de Triunfo (Ao Vivo),0.705,0.897,5,-6.852,0,0.176,0.248,0.0,0.711,0.683,90.938,237133,4
169,4IqUBl06wpQRdzsXMARTHu,"Cananéia, Iguape e Ilha Comprida (Ao Vivo)",11,2d9LRvQJnAXRijqIJDDs2K,Emicida,2vZpxsAyqUDsRgeCvH4bbW,AmarElo (Ao Vivo),0.661,0.721,3,-8.738,1,0.091,0.663,2.13e-06,0.484,0.759,75.044,264080,4
170,4KQtRSg8TlUn11cR0yjbX3,Mãe - Ao Vivo,15,2d9LRvQJnAXRijqIJDDs2K,Emicida,1sGdpZ0Ry0qcNAC6ILv4of,10 Anos de Triunfo (Ao Vivo),0.525,0.764,8,-8.478,1,0.318,0.27,0.0,0.735,0.374,76.066,297693,4
171,6w5CrfQw4eKjnHmVUsybiq,I Love Quebrada - Ao Vivo,13,2d9LRvQJnAXRijqIJDDs2K,Emicida,1sGdpZ0Ry0qcNAC6ILv4of,10 Anos de Triunfo (Ao Vivo),0.637,0.858,1,-5.216,1,0.259,0.39,0.0,0.929,0.605,142.201,198867,4
172,0ltlsI3iNhXHiZVPotq3NM,Todos os Olhos em Nóiz - Ao Vivo,14,2d9LRvQJnAXRijqIJDDs2K,Emicida,1sGdpZ0Ry0qcNAC6ILv4of,10 Anos de Triunfo (Ao Vivo),0.587,0.802,0,-6.645,1,0.3,0.31,0.0,0.953,0.358,67.301,285160,4
173,15J0SkuFxkrJyt13n7DoKU,Libre (Ao Vivo),10,2d9LRvQJnAXRijqIJDDs2K,Emicida,2vZpxsAyqUDsRgeCvH4bbW,AmarElo (Ao Vivo),0.497,0.855,11,-5.811,0,0.191,0.493,0.0,0.835,0.383,144.374,185236,4
174,5txZzPfrDAMLbxJr3OoG3c,Trepadeira,34,2d9LRvQJnAXRijqIJDDs2K,Emicida,57PWjWHzqzODblomXxnQca,O Glorioso Retorno de Quem Nunca Esteve Aqui,0.715,0.721,10,-4.483,0,0.384,0.33,0.0,0.783,0.884,81.258,282932,4
175,26a4RUretcmm9PyjFLDj1e,Casa,9,2d9LRvQJnAXRijqIJDDs2K,Emicida,593RZfvtz4IAPWZpELwqDB,"Sobre Crianças, Quadris, Pesadelos e Lições de Casa...",0.699,0.471,4,-9.948,0,0.1,0.0044,0.0,0.228,0.722,93.002,241120,4
176,3mgAC4UHR6G5xpF6N4LNLr,Zóião,32,2d9LRvQJnAXRijqIJDDs2K,Emicida,57PWjWHzqzODblomXxnQca,O Glorioso Retorno de Quem Nunca Esteve Aqui,0.694,0.523,2,-9.225,1,0.204,0.0152,0.000237,0.111,0.299,79.26,232960,1
177,7ldnvANWzEovxmKvxzTnj9,Eminência Parda (Ao Vivo),10,2d9LRvQJnAXRijqIJDDs2K,Emicida,2vZpxsAyqUDsRgeCvH4bbW,AmarElo (Ao Vivo),0.713,0.833,10,-5.995,0,0.079,0.677,0.0,0.742,0.384,120.042,244028,4
178,3c1smuVhky0lZMlenB2xvY,Triunfo - Ao Vivo,14,2d9LRvQJnAXRijqIJDDs2K,Emicida,1sGdpZ0Ry0qcNAC6ILv4of,10 Anos de Triunfo (Ao Vivo),0.467,0.893,1,-6.028,1,0.392,0.14,0.0,0.951,0.685,95.963,259360,4
179,5fKqHamS4h3bZk6lwvoSxD,Levanta e Anda,35,2d9LRvQJnAXRijqIJDDs2K,Emicida,7GKPjR6AqRjOY8G3U2RN7t,Levanta e Anda,0.734,0.85,9,-4.967,1,0.232,0.0287,0.0,0.105,0.926,90.028,173812,4
180,5EqGjbo9XYrgIV7Kn0Lx8L,A Cada Vento,34,2d9LRvQJnAXRijqIJDDs2K,Emicida,3ZA85zeudxFA1NGeb6avXS,Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,0.864,0.518,11,-11.252,0,0.1,0.009,0.0287,0.172,0.677,95.023,207547,4
181,2S5RamcTYusc5N7MKtudoo,"Zica, Vai Lá - Ao Vivo",12,2d9LRvQJnAXRijqIJDDs2K,Emicida,1sGdpZ0Ry0qcNAC6ILv4of,10 Anos de Triunfo (Ao Vivo),0.629,0.84,7,-6.022,0,0.157,0.0239,0.0,0.818,0.341,81.765,247133,4
